time,Network.R1.sent_timestamp:vector
0.102771093332,0
0.209778316706,0.1
0.319588580958,0.2
0.424188818637,0.3
0.543340389417,0.4
0.645626147164,0.5
1.455532101723,0
1.455532101723,0
1.455532101723,0
1.455532101723,0
1.455532101723,0
1.455532101723,0
1.455532101723,0
1.455532101723,1.3
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,0
2.852508923036,2.7
3.955882471286,0
3.955882471286,0
3.955882471286,0
3.955882471286,0
3.955882471286,0
3.955882471286,0
3.955882471286,0
3.955882471286,0
3.955882471286,0
3.955882471286,0
3.955882471286,3.8
4.048947989162,3.9
4.253267024663,0
4.253267024663,4.1
4.354976329068,4.2
4.44923528685,4.3
4.553093844488,4.4
4.855266797623,0
4.855266797623,0
4.855266797623,4.7
5.150951270821,0
5.150951270821,0
5.150951270821,5
5.250645961925,5.1
5.45585585073,0
5.45585585073,5.3
5.551626248606,5.4
5.651183952989,5.5
5.738696484339,5.6
5.826027655693,5.7
5.912315440333,5.8
6.015402211365,5.9
6.117318662409,6
6.212916553619,6.1
6.30877161814,6.2
6.404730769234,6.3
6.506245384983,6.4
6.604620062993,6.5
6.702767157103,6.6
6.802769344826,6.7
6.903879769244,6.8
7.005348066448,6.9
7.103337317641,7
7.205517033916,7.1
7.312708204922,7.2
7.42868065574,7.3
7.541763746593,7.4
8.353542821518,0
8.353542821518,0
8.353542821518,0
8.353542821518,0
8.353542821518,0
8.353542821518,0
8.353542821518,0
8.353542821518,8.2
8.545408043707,0
8.545408043707,8.4
8.652798494658,8.5
8.755449265738,8.6
8.953502807902,0
8.953502807902,8.8
9.053377258998,8.9
10.054917609481,0
10.054917609481,0
10.054917609481,0
10.054917609481,0
10.054917609481,0
10.054917609481,0
10.054917609481,0
10.054917609481,0
10.054917609481,0
10.054917609481,9.9
10.246613178502,0
10.246613178502,10.1
10.344448002978,10.2
10.854871698099,0
10.854871698099,0
10.854871698099,0
10.854871698099,0
10.854871698099,10.7
11.253737395689,0
11.253737395689,0
11.253737395689,0
11.253737395689,11.1
11.352389313473,11.2
11.444430031376,11.3
11.539828429229,11.4
11.646343306919,11.5
11.744898664769,11.6
11.834157569393,11.7
11.946341433653,11.8
12.253334306798,0
12.253334306798,0
12.253334306798,12.1
12.45442200878,0
12.45442200878,12.3
13.154446446043,0
13.154446446043,0
13.154446446043,0
13.154446446043,0
13.154446446043,0
13.154446446043,0
13.154446446043,13
13.34928777492,0
13.34928777492,13.2
13.445466759489,13.3
13.544452170624,13.4
13.652673368307,13.5
13.754904059421,13.6
14.048622212846,0
14.048622212846,0
14.048622212846,13.9
14.140182344165,14
14.238614875357,14.1
14.346984953007,14.2
14.449485190784,14.3
14.549101161926,14.4
14.652788652996,14.5
14.742868171012,14.6
14.833586835601,14.7
14.932713473391,14.8
15.029949711245,14.9
15.124621229155,15
15.218026107067,15.1
15.30890471836,15.2
15.402730666666,15.3
15.50323160757,15.4
15.603765450856,15.5
15.702769444911,15.6
15.807274275071,15.7
15.90421037269,15.8
16.003841395535,15.9
16.107546993256,16
16.20722712109,16.1
16.311831412078,16.2
16.42249527634,16.3
16.529651300712,16.4
16.632670471735,16.5
16.73278641613,16.6
16.827367880601,16.7
16.935241344877,16.8
17.045554889065,16.9
17.15593584655,17
17.352439121978,0
17.352439121978,17.2
17.455318346344,17.3
17.849243324076,0
17.849243324076,0
17.849243324076,0
17.849243324076,17.7
17.948800335174,17.8
18.053380999561,17.9
18.255862861709,0
18.255862861709,18.1
18.354278299515,18.2
18.449270057432,18.3
18.554011388529,18.4
18.655625439575,18.5
18.752907917406,18.6
19.354738010582,0
19.354738010582,0
19.354738010582,0
19.354738010582,0
19.354738010582,0
19.354738010582,19.2
19.651758057279,0
19.651758057279,0
19.651758057279,19.5
19.748036428437,19.6
19.843594292996,19.7
19.954831890574,19.8
20.053167915062,19.9
20.155812686145,20
20.241433004163,20.1
20.336210575382,20.2
20.426098573358,20.3
20.530668704405,20.4
20.632661048837,20.5
20.735052459966,20.6
20.852992857503,20.7
20.948495548698,20.8
21.147429064052,0
21.147429064052,21
21.251657115041,21.1
21.553568681518,0
21.553568681518,0
21.553568681518,21.4
21.653850092595,21.5
21.753788810432,21.6
22.154545734594,0
22.154545734594,0
22.154545734594,0
22.154545734594,22
22.252219012329,22.1
22.354482503331,22.2
22.446530287857,22.3
22.551255165478,22.4
22.648544069847,22.5
22.751772947558,22.6
22.941583903198,0
22.941583903198,22.8
23.033185821026,22.9
23.139919205369,23
23.226422963343,23.1
23.308220721312,23.2
23.4049821843,23.3
23.509199968607,23.4
23.622414366072,23.5
23.736341350255,23.6
23.849911721046,23.7
23.953959558601,23.8
24.043107769843,23.9
24.135772407711,24
24.228669792193,24.1
24.314921683516,24.2
24.408856268092,24.3
24.511831412456,24.4
24.607116716964,24.5
24.716571327907,24.6
24.825627405521,24.7
24.926365776631,24.8
